aircraft,manoeuvre,method,fault,n_outputs,n_oracle,recall_at3,recall_at5,ap,inspect_before_first,top_is_affected,n_flagged,any_correct_flag,reduction
737,aileron_step,regression,inertia_x1.6,22,22,0.13636363636363635,0.22727272727272727,1.0,1,True,5,True,0.7727272727272727
737,aileron_step,sig_dynamic,clo_+0.1,22,13,0.23076923076923078,0.38461538461538464,0.9013294397909782,1,True,16,True,0.2727272727272727
737,aileron_step,sig_dynamic,cmalpha_x0.7,22,13,0.23076923076923078,0.38461538461538464,0.8213743858480703,1,True,3,True,0.8636363636363636
737,aileron_step,sig_dynamic,cmq_x0.5,22,13,0.23076923076923078,0.3076923076923077,0.7466851861588704,1,True,1,True,0.9545454545454546
737,aileron_step,sig_dynamic,inertia_x1.6,22,22,0.13636363636363635,0.22727272727272727,1.0,1,True,1,True,0.9545454545454546
737,aileron_step,sig_static,clo_+0.1,22,13,0.15384615384615385,0.3076923076923077,0.8324574997651921,1,True,17,True,0.2272727272727273
737,aileron_step,sig_static,cmalpha_x0.7,22,13,0.23076923076923078,0.3076923076923077,0.8571123321123321,1,True,2,True,0.9090909090909091
737,aileron_step,sig_static,cmq_x0.5,22,13,0.15384615384615385,0.3076923076923077,0.6778845086537395,1,True,1,True,0.9545454545454546
737,aileron_step,sig_static,inertia_x1.6,22,22,0.13636363636363635,0.22727272727272727,1.0,1,True,1,True,0.9545454545454546
737,bank_hold,envelope,clo_+0.1,22,13,0.23076923076923078,0.38461538461538464,0.7943271039246272,1,True,16,True,0.2727272727272727
737,bank_hold,envelope,cmalpha_x0.7,22,13,0.23076923076923078,0.23076923076923078,0.6568464301436437,1,True,6,True,0.7272727272727273
737,bank_hold,envelope,cmq_x0.5,22,13,0.23076923076923078,0.38461538461538464,0.8386571031307875,1,True,8,True,0.6363636363636364
737,bank_hold,envelope,inertia_x1.6,22,22,0.13636363636363635,0.22727272727272727,1.0,1,True,8,True,0.6363636363636364
737,bank_hold,iforest,clo_+0.1,22,13,0.23076923076923078,0.23076923076923078,0.7597787833081949,1,True,22,True,0.0
737,bank_hold,iforest,cmalpha_x0.7,22,13,0.23076923076923078,0.23076923076923078,0.7998864383479768,1,True,7,True,0.6818181818181819
737,bank_hold,iforest,cmq_x0.5,22,13,0.15384615384615385,0.23076923076923078,0.6738191547015078,1,True,20,True,0.09090909090909094
737,bank_hold,iforest,inertia_x1.6,22,22,0.13636363636363635,0.22727272727272727,1.0,1,True,21,True,0.045454545454545414
737,bank_hold,ks,clo_+0.1,22,13,0.23076923076923078,0.38461538461538464,0.8254585495476185,1,True,12,True,0.4545454545454546
737,bank_hold,ks,cmalpha_x0.7,22,13,0.23076923076923078,0.38461538461538464,0.9221611721611722,1,True,3,True,0.8636363636363636
