aircraft,manoeuvre,setting,fault,recall,precision,auc,base_score
737,elev_doublet,det_n5,inertia_x1.6,0.045454545454545456,1.0,,11.989574764093174
737,elev_doublet,det_n5,cmq_x0.5,0.0,,0.6153846153846154,11.989574764093174
737,elev_doublet,det_n5,cmalpha_x0.7,0.0,,0.6752136752136753,11.989574764093174
737,elev_doublet,det_n5,clo_+0.1,0.46153846153846156,1.0,0.8205128205128205,11.989574764093174
737,elev_doublet,det_lags_1,inertia_x1.6,0.0,,,7.172499479492066
737,elev_doublet,det_lags_1,cmq_x0.5,0.0,,0.5726495726495727,7.172499479492066
737,elev_doublet,det_lags_1,cmalpha_x0.7,0.15384615384615385,1.0,0.6752136752136753,7.172499479492066
737,elev_doublet,det_lags_1,clo_+0.1,0.6153846153846154,0.8888888888888888,0.7094017094017094,7.172499479492066
737,elev_doublet,det_lags_long,inertia_x1.6,0.0,,,7.293598503567122
737,elev_doublet,det_lags_long,cmq_x0.5,0.0,,0.5042735042735043,7.293598503567122
737,elev_doublet,det_lags_long,cmalpha_x0.7,0.07692307692307693,1.0,0.6153846153846154,7.293598503567122
737,elev_doublet,det_lags_long,clo_+0.1,0.6153846153846154,0.8888888888888888,0.7521367521367521,7.293598503567122
737,elev_doublet,det_5hz,inertia_x1.6,0.0,,,7.069340513782344
737,elev_doublet,det_5hz,cmq_x0.5,0.0,,0.5555555555555556,7.069340513782344
737,elev_doublet,det_5hz,cmalpha_x0.7,0.07692307692307693,1.0,0.6666666666666666,7.069340513782344
737,elev_doublet,det_5hz,clo_+0.1,0.6923076923076923,0.9,0.8034188034188035,7.069340513782344
737,elev_doublet,det_2hz,inertia_x1.6,0.0,,,5.371368324160692
737,elev_doublet,det_2hz,cmq_x0.5,0.0,,0.3504273504273505,5.371368324160692
737,elev_doublet,det_2hz,cmalpha_x0.7,0.07692307692307693,1.0,0.4273504273504274,5.371368324160692
737,elev_doublet,det_2hz,clo_+0.1,0.6153846153846154,0.8888888888888888,0.7692307692307694,5.371368324160692
737,elev_doublet,sig_K3,inertia_x1.6,0.09090909090909091,1.0,,0.5721383267894895
737,elev_doublet,sig_K3,cmq_x0.5,0.0,0.0,0.25641025641025644,0.5721383267894895
737,elev_doublet,sig_K3,cmalpha_x0.7,0.0,0.0,0.23076923076923078,0.5721383267894895
737,elev_doublet,sig_K3,clo_+0.1,0.3076923076923077,0.6666666666666666,0.5726495726495726,0.5721383267894895
737,elev_doublet,sig_K5,inertia_x1.6,0.045454545454545456,1.0,,0.7049909392932648
737,elev_doublet,sig_K5,cmq_x0.5,0.0,0.0,0.33333333333333337,0.7049909392932648
737,elev_doublet,sig_K5,cmalpha_x0.7,0.0,0.0,0.5042735042735043,0.7049909392932648
737,elev_doublet,sig_K5,clo_+0.1,0.23076923076923078,0.6,0.5470085470085471,0.7049909392932648
737,elev_doublet,sig_K7,inertia_x1.6,0.13636363636363635,1.0,,0.7819842947749923
