fault,set,kind,aircraft,test_case,n_matched,n_cand,n_missing,structural,propagated,es1_max,es1_output,es_max,observable,n_observable_outputs,n_flag_05,min_p,n_correct_flags,n_flags,n_flags_on_changed,reach,revealed,revealed_any_change,flagged_without_change,qtg,signal_es1,condition
B2_wheel_spin_down_8a9fba1c,heldout,cpp,737,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1155768846230753,0,0,0,True,False,False,False,False,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,737,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1155768846230753,0,0,0,False,False,False,False,False,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,737,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1155768846230753,0,0,0,False,False,False,False,False,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,737,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1155768846230753,0,0,0,True,False,False,False,False,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,737,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1155768846230753,0,0,0,False,False,False,False,False,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,737,elev_doublet_distractor,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.1155768846230753,0,0,0,True,False,False,False,False,False,no turbulence
B_elevator_drag_8819410c,development,model,737,engine_restart,10,10,0,False,True,2.3918444787568967,attitude/psi-rad,1.968160373589455,True,6.0,21.0,0.0001999600079984,5,18,18,True,True,True,False,False,True,no turbulence
B_ground_effect_9c058118,development,model,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848,0,0,0,True,False,False,False,False,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,737,engine_restart,10,10,0,False,True,0.0176374187488366,accelerations/qdot-rad_sec2,0.016326296981874,False,0.0,8.0,0.0143971205758848,0,0,0,True,False,False,False,False,False,no turbulence
B_turbine_windmill_2db8e408,development,cpp,737,engine_restart,10,10,0,False,True,8.599342890202713,attitude/phi-rad,7.910440929496425,True,13.0,19.0,0.0001999600079984,12,18,18,True,True,True,False,False,True,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848,0,0,0,True,False,False,False,False,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848,0,0,0,True,False,False,False,False,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848,0,0,0,True,False,False,False,False,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848,0,0,0,False,False,False,False,False,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848,0,0,0,False,False,False,False,False,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848,0,0,0,True,False,False,False,False,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848,0,0,0,False,False,False,False,False,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,737,engine_restart,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,8.0,0.0143971205758848,0,0,0,True,False,False,False,False,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,787-8,cruise,10,10,0,False,True,35.656116474530755,accelerations/pdot-rad_sec2,35.97535068899575,True,2.0,2.0,0.0001999600079984,1,1,1,True,True,True,False,True,True,no turbulence
B_turbine_windmill_2db8e408,development,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,787-8,cruise,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.013997200559888,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,787-8,throttle_step,10,10,0,False,True,0.0063900084883421,accelerations/qdot-rad_sec2,0.0058465759723952,False,0.0,2.0,0.0421915616876624,0,0,0,True,False,False,False,True,False,no turbulence
B_turbine_windmill_2db8e408,development,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,787-8,throttle_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,2.0,0.0421915616876624,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,787-8,elev_doublet,10,10,0,False,True,4.45817581708264,accelerations/pdot-rad_sec2,4.52816528551827,True,2.0,2.0,0.0001999600079984,2,2,2,True,True,True,False,True,True,no turbulence
B_turbine_windmill_2db8e408,development,cpp,787-8,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0951809638072385,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,787-8,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0951809638072385,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,787-8,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0951809638072385,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,787-8,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0951809638072385,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,787-8,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0951809638072385,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,787-8,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0951809638072385,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,787-8,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0951809638072385,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,787-8,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0951809638072385,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,787-8,elev_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0951809638072385,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,787-8,elev_step,10,10,0,False,True,4.406396068683791,accelerations/pdot-rad_sec2,4.239126960699484,True,1.0,6.0,0.0001999600079984,1,1,1,True,True,True,False,True,True,no turbulence
B_turbine_windmill_2db8e408,development,cpp,787-8,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0047990401919616,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,787-8,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0047990401919616,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,787-8,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0047990401919616,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,787-8,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0047990401919616,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,787-8,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0047990401919616,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,787-8,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0047990401919616,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,787-8,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0047990401919616,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,787-8,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0047990401919616,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,787-8,elev_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,4.0,0.0047990401919616,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,787-8,aileron_step,10,10,0,False,True,0.0301064249475863,accelerations/qdot-rad_sec2,0.0328601343734771,False,0.0,1.0,0.0213957208558288,0,0,0,True,False,False,False,True,False,no turbulence
B_turbine_windmill_2db8e408,development,cpp,787-8,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0213957208558288,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,787-8,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0213957208558288,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,787-8,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0213957208558288,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,787-8,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0213957208558288,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,787-8,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0213957208558288,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,787-8,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0213957208558288,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,787-8,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0213957208558288,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,787-8,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0213957208558288,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,787-8,aileron_step,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,1.0,0.0213957208558288,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,787-8,rudder_doublet,10,10,0,False,True,0.0013700408916464,accelerations/qdot-rad_sec2,0.0015371311105082,False,0.0,0.0,0.3873225354929014,0,0,0,True,False,False,False,True,False,no turbulence
B_turbine_windmill_2db8e408,development,cpp,787-8,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3873225354929014,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,787-8,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3873225354929014,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,787-8,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3873225354929014,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,787-8,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3873225354929014,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,787-8,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3873225354929014,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,787-8,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3873225354929014,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,787-8,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3873225354929014,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,787-8,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3873225354929014,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,787-8,rudder_doublet,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.3873225354929014,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,787-8,bank_hold,10,10,0,False,True,0.0443576497752966,accelerations/qdot-rad_sec2,0.0450261358262056,False,0.0,0.0,0.0787842431513697,0,0,0,True,False,False,False,True,False,no turbulence
B_turbine_windmill_2db8e408,development,cpp,787-8,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0787842431513697,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,787-8,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0787842431513697,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,787-8,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0787842431513697,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,787-8,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0787842431513697,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,787-8,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0787842431513697,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,787-8,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0787842431513697,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,787-8,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0787842431513697,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,787-8,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0787842431513697,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,787-8,bank_hold,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.0787842431513697,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,787-8,flap_extend,10,10,0,False,True,16.923401602078812,accelerations/pdot-rad_sec2,16.34617790894098,True,2.0,2.0,0.0001999600079984,2,2,2,True,True,True,False,True,True,no turbulence
B_turbine_windmill_2db8e408,development,cpp,787-8,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2289542091581683,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_throttle_init_c8af9244,heldout,cpp,787-8,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2289542091581683,0,0,0,True,False,False,False,True,False,no turbulence
B2_turbine_thruster_inputs_20066483,heldout,cpp,787-8,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2289542091581683,0,0,0,True,False,False,False,True,False,no turbulence
B2_wheel_spin_down_8a9fba1c,heldout,cpp,787-8,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2289542091581683,0,0,0,True,False,False,False,True,False,no turbulence
B2_sensor_fail_stuck_f543d634,heldout,cpp,787-8,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2289542091581683,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_high_altitude_61f1e8c3,heldout,cpp,787-8,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2289542091581683,0,0,0,False,False,False,False,True,False,no turbulence
B2_load_factor_sign_c3fa7d22,heldout,cpp,787-8,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2289542091581683,0,0,0,True,False,False,False,True,False,no turbulence
B2_propeller_inflow_angle_82cc3893,heldout,cpp,787-8,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2289542091581683,0,0,0,False,False,False,False,True,False,no turbulence
B2_atmosphere_gradient_fadeout_05b709c8,heldout,cpp,787-8,flap_extend,10,10,0,False,False,0.0,position/h-sl-ft,0.0,False,0.0,0.0,0.2289542091581683,0,0,0,True,False,False,False,True,False,no turbulence
B_pqrdot_5ad2694c,development,cpp,787-8,engine_cut,10,10,0,False,True,0.0273359277175653,accelerations/qdot-rad_sec2,0.0265496172145595,False,0.0,1.0,0.0337932413517296,0,0,0,True,False,False,False,True,False,no turbulence
